  - ACTIVE DISPLAY PAUSED -|   - Affichage actif en pause -||
INBOUND_MAN|INBOUND_MAN||
INCALL|incall||
INCOMPLETE SALES|VENTES INCOMPLÈTES||
INDIVIDUAL LIST ID SUMMARIES|Liste des individus RESUMES d'identité||
INFO|infos ||
INGROUP|ingroup||
INITIAL INSTALL WELCOME|L'installation initiale BIENVENUE||
INITIAL QUEUE POSITION BREAKDOWN|Position initiale QUEUE RÉPARTITION||
INTENSITY|INTENSITÉ||
INTERNAL CALL GALLERIA FRONT|APPEL INTERNE Galleria AVANT||
INTERVAL BREAKDOWN|RÉPARTITION INTERVALLE||
INTERVAL|INTERVALLE||
INT|INT||
INVALID LIST ID|LISTE NON VALIDE ID||
INVALID PHONE NUMBER AREACODE|Blancs de téléphone NUMÉRO AREACODE||
INVALID PHONE NUMBER LENGTH|Blancs de téléphone NOMBRE LONGUEUR||
INVALID PHONE NUMBER NANPA AREACODE PREFIX|INVALID NUMÉRO DE TÉLÉPHONE NANPA AREACODE PREFIX||
INVALID PHONE NUMBER PREFIX|Blancs de téléphone NUMÉRO PREFIX||
INVALIDARGS|INVALIDARGS||
INVENTORY STATUSES RESULTS|États de résultats d'inventaire||
INVITE|inviter||
INV|INV||
IN_GROUP|IN_GROUP||
IN_ORDER|EN ORDRE||
IN_QUEUE|IN_QUEUE||
IN|EN||
IP ADDRESS|ADRESSE IP||
IPADDRESS|IPADDRESS||
IP|IP||
IVR AVG TIME|IVR AVG TIME||
IVR CALLS|APPELS IVR||
IVR LOGS FOR THIS LEAD|JOURNAUX IVR POUR CE FIL||
IVR REPORT|RAPPORT IVR||
IVR STATS|IVR STATS||
IVR Stats Report|Statistiques IVR Rapport||
IVRS|IVRS||
IVR|IVR||
If AGENT is selected as the DID Route, and the user is not logged in or available, then this is the route that the calls will take.| si l'agent est sélectionné en tant que DID route, et l'utilisateur n'est pas connecté ou disponible, c'est la route que les appels se.||
If AGENT is selected as the DID Route, then this is the Agent that calls will be sent to.|Si l agent est choisi comme la Route DID, alors c est l agent qui demande seront envoyés à.||
If AGENT is selected as the DID Route, then this is the In-Group that will be used for the queue settings as the caller is waiting to be sent to the agent. Default is AGENTDIRECT.| si l'agent est sélectionné en tant que DID route, alors c'est le groupe In-qui sera utilisé pour la file d'attente de paramètres que l'appelant est en attente d'être envoyé à l'agent. La valeur par défaut est AGENTDIRECT.||
If After Hours Action is set to CALLMENU, the call will be sent to this Call Menu if it enters the in-group outside of the call time scheme defined for the in-group.|Si après action Heures est réglé sur CALLMENU, l'appel sera envoyé à cette Menu Appel si elle pénètre à l'extérieur en groupe du régime du temps d'appel définie pour l'en-groupe.||
If After Hours Action is set to IN_GROUP, the call will be sent to this inbound group if it enters the in-group outside of the call time scheme defined for the in-group.| Si l'action Après les heures d'ouverture est fixée à IN_GROUP, l'appel sera envoyé à cette arrivée du groupe si celui-ci entre dans le groupe en dehors de l'appel de temps défini pour le régime de groupe.||
If Agent Lead Search is enabled, this setting defines where the agent will be allowed to search for leads. SYSTEM will search the entire system, CAMPAIGNLISTS will search inside all of the active lists within the campaign, CAMPLISTS_ALL will search inside all of the active and inactive lists within the campaign, LIST will search only within the Manual Dial List ID as defined in the campaign. Default is CAMPLISTS_ALL. One of these options with USER_ in front will only search within leads that have the owner field matching the user ID of the agent, the options with GROUP_ in front will only search within leads that have the owner field matching the user group that the user is a member of, the options with TERRITORY_ in front will only search within leads that have the owner field matching the territories that the agent has selected.|Si Agent principal de recherche est activé, ce paramètre définit où l'agent ne sera autorisé à chercher des pistes. Système recherche l'ensemble du système, CAMPAIGNLISTS va chercher au cœur de toutes les listes actifs au sein de la campagne, CAMPLISTS_ALL va chercher au cœur de toutes les listes actives et inactives dans la campagne, LISTE va rechercher uniquement dans la liste des numéros ID Manuel tel que défini dans la campagne . Par défaut est CAMPLISTS_ALL. Une de ces options avec USER_ en face ne recherche que dans les pistes qui ont le champ propriétaire correspondant à l'ID utilisateur de l'agent, les options avec group_ en face ne pourront chercher à l'intérieur des pistes qui ont le champ propriétaire correspondant au groupe d'utilisateurs que l'utilisateur est un membre de la, les options avec TERRITORY_ en face ne chercher à l'intérieur des pistes qui ont le champ propriétaire correspondant aux territoires que l'agent a sélectionné.||
If Asterisk is not running on this server, or if the dialing processes should not be using this server, or if are only using this server for other scripts like the hopper loading script you would want to set this to N. Default is Y.|Si Asterisk ne fonctionne pas sur ce serveur, ou si les processus de composition ne devraient pas utiliser ce serveur, ou si seulement utilisent ce serveur pour d autres scripts comme le script trémie de chargement que vous voudriez mettre ce à N. défaut est Y.||
If Asterisk is running on this server and you want the system to make sure that it will be restarted in the event that it crashes, you might want to consider enabling this setting. If enabled, the system will check every minute to see if Asterisk is running, and if it is not it will attempt to restart it. This process will not run in the first 5 minutes after a system has been up. Default is N.|Si Asterisk est en cours d exécution sur ce serveur et que vous voulez le système pour s assurer qu il sera redémarré dans le cas où il se bloque, vous pourriez envisager d activer ce paramètre. S il est activé, le système vérifie toutes les minutes pour voir si Asterisk est en marche, et si elle n est pas elle va tenter de le redémarrer. Ce processus ne sera pas exécutée dans les 5 premières minutes après un système a été en. Défaut est N.||
If Auto-Restart Asterisk is enabled on this server, turning on this setting will prevent the auto-restart process from running until after the server is rebooted. Default is N.|Si redémarrage automatique Asterisk est activée sur ce serveur, tournant sur ce paramètre permet d éviter le processus de redémarrage automatique de s exécuter jusqu à ce que le serveur est redémarré. Défaut est N.||
If CALLMENU is selected as the DID Route, then this is the Call Menu that calls will be sent to.|Si CALLMENU est sélectionné comme la Route de DID, alors c-est le menu d-appel que les appels seront envoyés aux.||
If CPD AMD Action is set to CALLMENU, then this is the Call Menu that the call will be sent to if an answering machine is detected.|Si CPD AMD Action est réglé sur CALLMENU, alors c'est le menu d'appel que l'appel sera envoyé si un répondeur est détecté.||
If CPD AMD Action is set to INGROUP, then this is the Inbound Group that the call will be sent to if an answering machine is detected.|Si CPD AMD Action est réglé sur ingroup, alors c'est le groupe entrant que l'appel sera envoyé si un répondeur est détecté.||
If Customer 3-way logging is enabled, this option allows you to define the number of seconds after the customer hangup is detected before it is actually logged and the optional customer 3-way hangup action is executed. Default is 5 seconds.|Si le Client 3-way journalisation est activée, cette option vous permet de définir le nombre de secondes après le raccrochage client est détecté avant qu'il ne soit connecté et l'action à la clientèle en option raccrochage 3-way est exécuté. Par défaut est de 5 secondes.||
If Customer 3-way logging is enabled, this option allows you to have the agent screen automatically hang up on the call and go to the DISPO screen if this option is set to DISPO. Default is NONE.|Si le Client 3-way journalisation est activée, cette option vous permet d'avoir l'écran l'agent raccroche automatiquement sur l'appel et passer à l'écran DISPO si cette option est réglée sur DISPO. Par défaut est NONE.||
If Dead Call Max Seconds is enabled, this is the status set for the call when the agent dead call is not hung up past the number of seconds set above. Default is DCMX.|Si Morte Appel Max secondes est activée, c est le statut fixée pour l appel lorsque l appel morts de l agent n est pas raccroché passé le nombre de secondes défini ci-dessus. Défaut est DCMX.||
If Dispo Call Max Seconds is enabled, this is the status set for the call when the agent has not selected a status past the number of seconds set above. Default is DISMX.|Si Dispo Appel Max secondes est activée, c est le statut fixée pour l appel lorsque l agent n a pas choisi un statut passé le nombre de secondes défini ci-dessus. Défaut est DISMX.||
If Drop Action is set to CALLMENU, the call will be sent to this call menu if it reaches Drop Call Seconds.|Si l'action chute est fixé à CALLMENU, l'appel sera envoyé à ce menu d'appel si elle atteint secondes de chute d'appels.||
If Drop Action is set to IN_GROUP, the call will be sent to this inbound group if it reaches Drop Call Seconds.| Si Drop action est fixée à IN_GROUP, l'appel sera envoyé à ce groupe d'arrivée si elle parvient Drop Call Seconds.||
If Drop Action is set to MESSAGE, this is the dial plan extension that the call will be sent to if it reaches Drop Call Seconds. For AGENTDIRECT in-groups, if the user is unavailable, you can put AGENTEXT in this field and the system will look up the user custom five field and send the call to that dialplan number.|Si déroulante Action est réglé sur MESSAGE, ce est l'extension de plan de numérotation que l'appel sera envoyé si elle atteint secondes Abandon de l'appel. Pour AGENTDIRECT en groupes, si l'utilisateur ne est pas disponible, vous pouvez mettre AGENTEXT dans ce domaine et le système va chercher la coutume cinq champs d'utilisateur et envoyer l'appel vers ce numéro de plan de numérotation.||
If Drop Action is set to VOICEMAIL, the call DROP would instead be directed to this voicemail box to hear and leave a message. In an AGENTDIRECT in-group, setting this to AGENTVMAIL will select the User voicemail ID to use.|Si déroulante Action est réglé à la messagerie vocale, l'appel DROP serait plutôt dirigé à cette boîte de messagerie vocale d'entendre et de laisser un message. Dans un AGENTDIRECT en groupe, la définition de cette AGENTVMAIL sera à sélectionner l'ID de messagerie vocale de l'utilisateur à utiliser.||
If EXTEN is selected as the DID Route, then this is the dialplan context that calls will be sent to. Default is default.| Si EXTEN est sélectionné en tant que DID route, alors c'est le contexte qui dialplan demande sera envoyée. Par défaut est la valeur par défaut.||
If EXTEN is selected as the DID Route, then this is the dialplan extension that calls will be sent to. Default is 9998811112, no-service.| Si EXTEN est sélectionné en tant que DID route, alors c'est le dialplan extension qui appelle sera envoyée. La valeur par défaut est 9998811112, pas de service.||
If Estimated Hold Time is active and the Estimated Hold Time Minimum Filename field above is filled-in, then this option to allow calls in line behind a call where the prompt is playing to go to an agent if one becomes available while the message is playing. While the prompt is playing to a customer they cannot be sent to an agent. Default is N.|Si Hold Time estimée est actif et l'heure estimée de maintien Nom minimum champ ci-dessus est remplie, alors cette option pour autoriser les appels en file derrière un appel où l'invite à jouer est d'aller à un agent si l'on devient disponible pendant la lecture du message . Alors que l'invite est de jouer pour un client, ils ne peuvent pas être envoyé à un agent. Par défaut est N.||
If Filter Inbound Number is activated and a match is found then this is the action that is to be taken. This is the same as the Route that you select for a DID, and the settings below function just like they do for a standard routing.|Si le filtre est activé Nombre entrants et une correspondance est trouvée, alors c'est l'action qui doit être prise. C'est la même chose que la route que vous sélectionnez pour un SDA, et les réglages ci-dessous fonctionnent comme ils le font pour une norme de routage.||
If Hold Time Option enabled, this is the minimum number of seconds the call must be waiting before it will be presented with the hold time option. The hold time option will immediately be presented at this time if the estimated hold time is greater than the Hold Time Option Seconds value. Default is 0 seconds.|Si l'option Hold Time est activé, c'est le nombre minimum de secondes de l'appel doit être en attente avant d'être présenté avec l'option temps de maintien. L'option temps de maintien sera immédiatement présenté à ce moment si le temps de maintien estimée est supérieure à la touche Option secondes la valeur temps. Par défaut est 0 secondes.||
If Hold Time Option is set to CALLERID_CALLBACK, this is the List ID the call is added to as a new lead if the estimated hold time exceeds the Hold Time Option Seconds.| Si Hold Time Option est fixé à CALLERID_CALLBACK, il s'agit de la liste de ID de l'appel est ajouté à un nouveau chef de file, si les prévisions de tenir le temps dépasse le Hold Time Option Seconds.||
If Hold Time Option is set to CALL_MENU, this is the Call Menu that the call will be sent to if the estimated hold time exceeds the Hold Time Option Seconds.|Si l'option Hold Time est réglé sur CALL_MENU, c'est le menu Appel que l'appel sera envoyé à si le temps de maintien estimée dépasse les secondes touche Option Temps.||
If Hold Time Option is set to EXTENSION, this is the dialplan extension that the call will be sent to if the estimated hold time exceeds the Hold Time Option Seconds. For AGENTDIRECT in-groups, you can put AGENTEXT in this field and the system will look up the user custom five field and send the call to that dialplan number.|Si l'option Hold Time est réglé sur extension, ce est l'extension de plan de numérotation que l'appel sera envoyé si le temps d'attente estimé dépasse les Hold Time Option secondes. Pour AGENTDIRECT en groupes, vous pouvez mettre AGENTEXT dans ce domaine et le système va chercher la coutume cinq champs d'utilisateur et envoyer l'appel vers ce numéro de plan de numérotation.||
If Hold Time Option is set to IN_GROUP, this is the inbound group that the call will be sent to if the estimated hold time exceeds the Hold Time Option Seconds.| Si Hold Time Option est fixé à IN_GROUP, c'est l'arrivée du groupe que l'appel sera envoyé à tenir si l'estimation dépasse le temps Hold Time Option Seconds.||
If Hold Time Option is set to VOICEMAIL, this is the voicemail box that the call will be sent to if the estimated hold time exceeds the Hold Time Option Seconds. In an AGENTDIRECT in-group, setting this to AGENTVMAIL will select the User voicemail ID to use.|Si l'option Hold Time est réglé à la messagerie vocale, ce est la boîte vocale que l'appel sera envoyé si le temps d'attente estimé dépasse les Hold Time Option secondes. Dans un AGENTDIRECT en groupe, la définition de cette AGENTVMAIL sera à sélectionner l'ID de messagerie vocale de l'utilisateur à utiliser.||
If Hold Time Option is set to anything but NONE, this is the number of seconds of estimated hold time that will trigger the hold time option. Default is 360 seconds.| Si Hold Time Option est fixé à rien, mais AUCUNE, c'est le nombre de secondes de l'estimation du temps que vous maintenez le déclencheur tenir option. La valeur par défaut est 360 secondes.||
If Hold Time Option is set to one of the PRESS_ options or CALLERID_CALLBACK, this is the filename prompt that is played after the customer has pressed 1 or the call has been added to the callback list.|Si l'option Hold Time est réglé sur l'une des options PRESS_ ou CALLERID_CALLBACK, c'est le nom de fichier rapide qui se joue après que le client a appuyé sur 1 ou l'appel a été ajouté à la liste de rappel.||
If Hold Time Option is set to one of the PRESS_ options, this is the filename prompt that is played if the estimated hold time exceeds the Hold Time Option Seconds to give the customer the option to press 1 on their phone to run the selected Hold Time Press Option. It is very important that this audio file is 10 seconds or less or there will be problems. Default is to-be-called-back.|Si l'option Hold Time est réglé sur l'une des options PRESS_, c'est le nom de fichier rapide qui se joue, si le temps de maintien estimée dépasse les secondes touche Option Temps de donner au client l'option d'appuyer sur 1 sur leur téléphone afin de fonctionner le temps de maintien sélectionné Appuyez sur Option. Il est très important que ce fichier audio est de 10 secondes ou moins, ou il y aura des problèmes. Par défaut est à-être-appelé-back.||
If IN_GROUP is selected as the DID Route, then this is the Campaign ID that leads may be searched for in if the call handle method is CIDLOOKUPRC.| Si IN_GROUP est sélectionné en tant que DID route, alors c'est le ID de la campagne que mène mai être recherchée dans le cas de la méthode est de faire appel CIDLOOKUPRC.||
If IN_GROUP is selected as the DID Route, then this is the In-Group that calls will be sent to.| Si IN_GROUP est sélectionné en tant que DID route, alors c'est le groupe qui en demande sera envoyée à.||
If IN_GROUP is selected as the DID Route, then this is the List ID that leads may be searched through and that leads will be inserted into if necessary.| Si IN_GROUP est sélectionné en tant que DID Route, c'est la liste qui mène mai ID être recherchées à travers et que le conduit sera inséré dans le cas échéant.||
If IN_GROUP is selected as the DID Route, then this is the Phone Code used if a new lead is created.| Si IN_GROUP est sélectionné en tant que DID route, alors ce téléphone est le code utilisé si un nouveau chef de file est créé.||
If IN_GROUP is selected as the DID Route, then this is the agent search method to be used by the inbound group, LO is Load-Balanced-Overflow and will try to send the call to an agent on the local server before trying to send it to an agent on another server, LB is Load-Balanced and will try to send the call to the next agent no matter what server they are on, SO is Server-Only and will only try to send the calls to agents on the server that the call came in on. Default is LB.| Si IN_GROUP est sélectionné en tant que DID route, alors c'est l'agent de recherche à la méthode de l'arrivée du groupe, LO est à équilibrage de charge-débordement et d'essayer d'envoyer l'appel à un agent sur le serveur local avant d'essayer de l'envoyer à un agent sur un autre serveur, LB est à équilibrage de charge et de tenter d'envoyer l'appel à l'agent, quel que soit elles sont sur le serveur, le serveur SO est seulement et que d'essayer d'envoyer des appels vers les agents sur le serveur que l'appel est venu dans le. La valeur par défaut est LB.||
If IN_GROUP is selected as the DID Route, then this is the call handling method used for these calls. CID will add a new lead record with every call using the CallerID as the phone number, CIDLOOKUP will attempt to lookup the phone number by the CallerID in the entire system, CIDLOOKUPRL will attempt to lookup the phone number by the CallerID in only one specified list, CIDLOOKUPRC will attempt to lookup the phone number by the CallerID in all of the lists that belong to the specified campaign, CLOSER is specified for Closer calls, ANI will add a new lead record with every call using the ANI as the phone number, ANILOOKUP will attempt to lookup the phone number by the ANI in the entire system, ANILOOKUPRL will attempt to lookup the phone number by the ANI in only one specified list, XDIGITID will prompt the caller for an X digit code before the call will be put into the queue, VIDPROMPT will prompt the caller for their ID number and will create a new lead record with the CallerID as the phone number and the ID as the Vendor ID, VIDPROMPTLOOKUP will attempt to lookup the ID in the entire system, VIDPROMPTLOOKUPRL will attempt to lookup the vendor ID by the ID in only one specified list, VIDPROMPTLOOKUPRC will attempt to lookup the vendor ID by the ID in all of the lists that belong to the specified campaign. Default is CID. If a CIDLOOKUP method is used with ALT, it will search the alt_phone field for the phone number if no matches are found for the main phone number. If a CIDLOOKUP method is used with ADDR3, it will search the address3 field for the phone number if no matches are found for the main phone number and optionally the alt_phone field.|Si IN_GROUP est sélectionné comme la Route DID, alors c est la méthode de traitement des appels utilisé pour ces appels. CID va ajouter un nouveau record de plomb à chaque appel en utilisant le CallerID que le numéro de téléphone, CIDLOOKUP tentera de rechercher le numéro de téléphone par le CallerID dans l ensemble du système, CIDLOOKUPRL tentera de rechercher le numéro de téléphone par le CallerID dans une seule liste spécifiée , CIDLOOKUPRC tentera de rechercher le numéro de téléphone par le CallerID dans toutes les listes qui appartiennent à la campagne spécifiée, CLOSER est spécifié pour les appels Closer, ANI ajouter un nouveau record de plomb à chaque appel en utilisant l ANI que le numéro de téléphone, ANILOOKUP va tenter de rechercher le numéro de téléphone par l ANI dans l ensemble du système, ANILOOKUPRL tentera de rechercher le numéro de téléphone par l ANI dans une seule liste spécifiée, XDIGITID demandera à l appelant pour un code X de chiffres avant l appel sera mis dans le file d attente, VIDPROMPT demandera à l appelant de leur numéro d identification et créera un nouveau record de plomb avec le CallerID que le numéro de téléphone et l ID que l ID du vendeur, VIDPROMPTLOOKUP tentera de rechercher l ID dans l ensemble du système, VIDPROMPTLOOKUPRL tentera de rechercher l ID de fournisseur par l ID dans une seule liste spécifiée, VIDPROMPTLOOKUPRC tentera de rechercher l ID de fournisseur par l ID dans toutes les listes qui appartiennent à la campagne spécifiée. Défaut est CID. Si une méthode de CIDLOOKUP est utilisé avec ALT, il va rechercher le domaine de alt_phone pour le numéro de téléphone si aucune correspondance n est trouvée pour le numéro de téléphone principal. Si une méthode de CIDLOOKUP est utilisé avec ADDR3, il va rechercher le domaine address3 pour le numéro de téléphone si aucune correspondance n est trouvée pour le numéro de téléphone principal et éventuellement le domaine de alt_phone.||
If No Agent No Queue is enabled, then this field defines where the call will go if there are no agents in the In-Group. Default is MESSAGE, this plays the sound files in the Action Value field and then hangs up.|Si aucun agent Aucune file d-attente est activé, ce champ définit l-endroit où l-appel sera acheminé en l-absence des agents dans l-en-groupe. Par défaut est le message, celui-ci joue les fichiers audio dans le champ Valeur d-action, puis raccroche.||
If PHONE is selected as the DID Route, then this is the phone extension that calls will be sent to.| si le téléphone est sélectionné comme DID Route, cette extension est le téléphone que les appels seront envoyées.||
If PHONE is selected as the DID Route, then this is the server IP for the phone extension that calls will be sent to.| si le téléphone est sélectionné comme DID route, alors c'est l'IP du serveur pour le téléphone d'extension que les appels seront envoyés à.||
If PREFIX option is selected above then this is the value of that prefix. Default is empty.|Si l'option PREFIX est sélectionné ci-dessus, alors c'est la valeur de ce préfixe. Par défaut est vide.||
If QueueMetrics integration is enabled in the system settings then this setting allow the insertion of this data value in the data4 field of the queue_log for agent activity records. Default is empty for disabled.|Si l'intégration QueueMetrics est activée dans les paramètres du système, alors ce paramètre permet l'insertion de cette valeur de données dans le domaine de l'données4 queue_log pour les enregistrements d'activité des agents. Par défaut est vide pour les handicapés.||
If QueueMetrics integration is enabled in the system settings then this setting allow the overriding of the System Settings setting for CallStatus queue_log entries. Default is DISABLED which will use the system setting.|Si l'intégration QueueMetrics est activée dans les paramètres du système, alors ce paramètre permet l'impérieuse des paramètres du système de réglage pour les entrées queue_log CallStatus. Par défaut est DISABLED qui utilisera le réglage du système.||
If Socket Send is enabled above, this is the URL that is used to send the data to. Default is EMPTY for disabled.|Si Socket Send est activé au-dessus, c'est l'URL qui est utilisé pour envoyer les données. Par défaut est vide pour handicapés.||
If This is enabled, the agent will only receive leads that they are within the ownership parameters for. If this is set to USER then the agent must be the user defined in the database as the owner of this lead. If this is set to TERRITORY then the owner of the lead must match the territory listed in the User Modification screen for this agent. If this is set to USER_GROUP then the owner of the lead must match the user group that the agent is a member of. For this feature to work the dial method must be set to MANUAL or INBOUND_MAN and No Hopper Dialing must be enabled. Default is NONE for disabled. If the option has BLANK at the end, then users are allowed to dial leads with no owner defined in addition to owner defined leads.|Si ce est activée, l'agent ne recevra pistes qu'ils sont dans les paramètres de propriété pour. Si cette option est réglée sur USER alors l'agent doit être défini par l'utilisateur dans la base de données en tant que propriétaire de ce plomb. Si cette option est réglée sur le territoire alors le propriétaire de la mine doit correspondre au territoire énuméré à l'écran de modification de l'utilisateur pour cet agent. Si ce est réglé sur USER_GROUP alors le propriétaire de la mine doit correspondre au groupe d'utilisateurs que l'agent est un membre de. Pour que cette fonctionnalité fonctionne la méthode de numérotation doit être réglé sur MANUEL ou INBOUND_MAN et n ° Hopper numérotation doit être activé. Par défaut est NONE pour les handicapés. Si l'option a vierges à la fin, les utilisateurs sont autorisés à composer conduit sans propriétaire défini, en plus de propriétaires défini prospects.||
If This is enabled, the hopper will not run for this campaign. This option is only available when the dial method is set to MANUAL or INBOUND_MAN. It is recommended that you do not enable this option if you have a very large lead database, over 100,000 leads. With No Hopper Dialing, the following features do not work: lead recycling, auto-alt-dialing, list mix, list ordering with Xth NEW. If you want to use Owner Only Dialing you must have No Hopper Dialing enabled. Default is N for disabled.|Si elle est activée, la trémie ne fonctionnera pas pour cette campagne. Cette option n-est disponible que lorsque la méthode du cadran est mis en mode manuel ou INBOUND_MAN. Il est recommandé de ne pas activer cette option si vous avez une base très large de plomb, plus de 100.000 prospects. Avec pas d-appel Hopper, les caractéristiques suivantes ne fonctionnent pas: recyclage du plomb, auto-alt-numérotation, mélanger la liste, mise en ordre avec Xème NEW. Si vous souhaitez utiliser Propriétaire composer seulement vous devez avoir pas d-appel Hopper activé. Par défaut est N pour les handicapés.||
If VOICEMAIL is selected as the DID Route, then this is the voicemail box that calls will be sent to. Default is empty.| Si messagerie vocale est sélectionné en tant que DID Route, c'est la boîte vocale qui demande sera envoyée. La valeur par défaut est vide.||
If Vtiger integration is enabled in the system settings and Vtiger Search Category includes LEAD then this setting will define whether a new Vtiger lead record is created when the agent goes to the vtiger_search page and no record is found to have the call phone number. Default is Y.| Si Vtiger intégration est activé dans les paramètres système et Vtiger LEAD Recherche Catégorie comprend alors ce paramètre est de déterminer si un nouveau record Vtiger plomb est créé lorsque l'agent est à la page vtiger_search et il n'est pas ont trouvé à l'appel le numéro de téléphone. La valeur par défaut est Y.||
If Vtiger integration is enabled in the system settings then this setting will define where the vtiger_search.php page will search for the phone number that was entered. There are 4 options that can be used in this field: LEAD- This option will search through the Vtiger leads only, ACCOUNT- This option will search through the Vtiger accounts and all contacts and sub-contacts for the phone number, VENDOR- This option will only search through the Vtiger vendors, ACCTID- This option works only for accounts and it will take the list vendor_lead_code field and try to search for the Vtiger account ID. If unsuccessful it will try any other methods listed that you have selected. Multiple options can be used for each search, but on large databases this is not recommended. Default is LEAD. UNIFIED_CONTACT- This option will use the beta Vtiger 5.1.0 feature to search by phone number and bring up a search page in Vtiger.|Si l intégration Vtiger est activée dans les paramètres du système, alors ce paramètre définit où la page de vtiger_search.php recherche le numéro de téléphone qui a été entré. Il ya 4 options qui peuvent être utilisés dans ce domaine: LEAD-Cette option recherche à travers le Vtiger conduit uniquement, COMPTE-Cette option recherche à travers les comptes vtiger et tous les contacts et les sous-contacts pour le numéro de téléphone, VENDEUR-Cette option recherchera seulement par les fournisseurs vtiger, ACCTID-Cette option ne fonctionne que pour les comptes et il faudra le domaine de vendor_lead_code de liste et essayer de rechercher l ID de compte Vtiger. En cas d échec, il va essayer d autres méthodes énumérées que vous avez sélectionné. Plusieurs options peuvent être utilisées pour chaque recherche, mais sur de grandes bases de données ce n est pas recommandé. Défaut est LEAD. UNIFIED_CONTACT-Cette option utilise la bêta Vtiger 5.1.0 fonction de recherche par numéro de téléphone et mettre en place une page de recherche dans Vtiger.||
If Vtiger integration is enabled in the system settings then this setting will define whether a new Vtiger activity record is created for the call when the agent goes to the vtiger_search page. Default is Y. The DISPO option will create a call record for the Vtiger account without the agent needing to go to the vtiger search page through the WEB FORM.|Si l'intégration Vtiger est activée dans les paramètres du système, alors ce paramètre va définir si un nouveau record d'activité Vtiger est créé pour l'appel lorsque l'agent passe à la page de vtiger_search. Par défaut est l'option Y. Le DISPO créera un enregistrement d'appel pour le compte Vtiger sans l'agent besoin d'aller à la page de recherche vtiger travers le formulaire de contact.||
If Vtiger integration is enabled in the system settings then this setting will define whether deleted accounts will be searched when the agent clicks WEB FORM to search in the Vtiger system. DISABLED- deleted leads will not be searched, ASK- deleted leads will be searched and the vtiger search web page will ask the agent if they want to make the Vtiger account active, RESURRECT- will automatically make the deleted account active again and will take the agent to the account screen without delay upon clicking on WEB FORM. Default is DISABLED.|Si Vtiger intégration est activée dans les paramètres du système, puis, cette option détermine si les comptes supprimés sera recherché lorsque l-agent clics WEB forme pour chercher dans le système de Vtiger. Handicapés conduit supprimés ne seront pas cherché, ASK-deleted conduit seront recherchés et la page de recherche vtiger web demandera à l-agent si ils veulent faire le compte Vtiger active, ressusciter-rend automatiquement le compte supprimé de nouveau active et elle prendra les agent à l-écran de compte sans tarder et à cliquer sur un formulaire Web. Par défaut est Disabled.||
If Vtiger integration is enabled in the system settings then this setting will define whether the status of the Vtiger Account will be updated with the status of the call after it has been dispositioned. Default is N.|Si l intégration Vtiger est activée dans les paramètres du système, alors ce paramètre définit si le statut du compte Vtiger sera mise à jour avec l état de l appel après avoir été dispositioned. Défaut est N.||
If Vtiger integration is enabled in the system settings then this setting will define whether the user is logged into the Vtiger interface automatically when they login to the agent screen. Default is Y. The NEW_WINDOW option will open a new window upon login to the agent screen.|Si l intégration Vtiger est activée dans les paramètres du système, alors ce paramètre définit si l utilisateur est connecté à l interface Vtiger automatiquement lorsqu ils se connectent à l écran de l agent. Défaut est Y. L option NEW_WINDOW ouvrira une nouvelle fenêtre lors de la connexion à l écran de l agent.||
If Wait For Silence is desired on calls that are detected as Answering Machines then this field has those options. There are two settings separated by a comma, the first option is how long to detect silence in milliseconds and the second option is for how many times to detect that before playing the message. Default is EMPTY for disabled. A standard value for this would be wait for 2 seconds of silence twice: 2000,2|Si Wait For Silence est souhaitée sur les appels qui sont détectés comme répondeur, ce champ a ces options. Il ya deux paramètres séparés par une virgule, la première option est combien de temps pour détecter le silence en millisecondes et la deuxième option est pour combien de fois pour détecter avant de jouer le message. Défaut est vide pour les handicapés. Une valeur standard pour ce serait d'attendre deux secondes de silence à deux reprises: 20002||
If Wait Time Option is set to PRESS_CALLMENU, this is the Call Menu that the call will be sent to if the customer presses the option key when presented with the option.|Si l'option temps d'attente est fixé à PRESS_CALLMENU, c'est le menu Appel que l'appel sera envoyé à si le client appuie sur la touche option lorsque présentés avec l'option.||
If Wait Time Option is set to PRESS_CID_CALLBACK, this is the List ID the call is added to as a new lead if the customer presses the option key when presented with the option.|Si l'option temps d'attente est fixé à PRESS_CID_CALLBACK, c'est l'ID de la liste de l'appel est ajouté à un nouveau chef de file si le client appuie sur la touche option lorsque présentés avec l'option.||
If Wait Time Option is set to PRESS_EXTEN, this is the dialplan extension that the call will be sent to if the customer presses the option key when presented with the option. For AGENTDIRECT in-groups, you can put AGENTEXT in this field and the system will look up the user custom five field and send the call to that dialplan number.|Si Attendre Option Time est réglé sur PRESS_EXTEN, ce est l'extension dialplan que l'appel sera envoyé si le client appuie sur la touche d'option lorsqu'ils sont présentés avec l'option. Pour AGENTDIRECT en groupes, vous pouvez mettre AGENTEXT dans ce domaine et le système va chercher la coutume cinq champs d'utilisateur et envoyer l'appel vers ce numéro de plan de numérotation.||
If Wait Time Option is set to PRESS_INGROUP, this is the inbound group that the call will be sent to if the customer presses the option key when presented with the option.|Si l'option temps d'attente est fixé à PRESS_INGROUP, c'est le groupe entrant que l'appel sera envoyé à si le client appuie sur la touche option lorsque présentés avec l'option.||
